district_id,year,ballot_code,actor_type,party_id,party_name,votes,rank,region,province,district_number,district_label,voters_used,vote_share,party_id_str,key,2566_winner
MKM_4,2569,CONS,candidate,63.0,ภูมิใจไทย,29448,1,ภาคอีสาน,มหาสารคาม,4,มหาสารคาม-4,80619,0.365273695,63,มหาสารคาม_4,เพื่อไทย
MKM_6,2569,CONS,candidate,63.0,ภูมิใจไทย,36685,1,ภาคอีสาน,มหาสารคาม,6,มหาสารคาม-6,86328,0.424949032,63,มหาสารคาม_6,เพื่อไทย
RET_1,2569,CONS,candidate,63.0,ภูมิใจไทย,46309,1,ภาคอีสาน,ร้อยเอ็ด,1,ร้อยเอ็ด-1,82810,0.559219901,63,ร้อยเอ็ด_1,ชาติไทยพัฒนา
KSN_5,2569,CONS,candidate,63.0,ภูมิใจไทย,43680,1,ภาคอีสาน,กาฬสินธุ์,5,กาฬสินธุ์-5,83156,0.525277791,63,กาฬสินธุ์_5,เพื่อไทย
SNK_6,2569,CONS,candidate,63.0,ภูมิใจไทย,32790,1,ภาคอีสาน,สกลนคร,6,สกลนคร-6,72663,0.451261302,63,สกลนคร_6,เพื่อไทย
NPM_1,2569,CONS,candidate,63.0,ภูมิใจไทย,57294,1,ภาคอีสาน,นครพนม,1,นครพนม-1,88590,0.646732137,63,นครพนม_1,เพื่อไทย
MDH_1,2569,CONS,candidate,63.0,ภูมิใจไทย,29345,1,ภาคอีสาน,มุกดาหาร,1,มุกดาหาร-1,94876,0.309298453,63,มุกดาหาร_1,พลังประชารัฐ
UTT_1,2569,CONS,candidate,63.0,ภูมิใจไทย,34929,1,ภาคเหนือ,อุตรดิตถ์,1,อุตรดิตถ์-1,77259,0.452102668,63,อุตรดิตถ์_1,เพื่อไทย
PRE_1,2569,CONS,candidate,63.0,ภูมิใจไทย,34337,1,ภาคเหนือ,แพร่,1,แพร่-1,85567,0.40128788,63,แพร่_1,เพื่อไทย
PRE_2,2569,CONS,candidate,63.0,ภูมิใจไทย,50300,1,ภาคเหนือ,แพร่,2,แพร่-2,76409,0.658299415,63,แพร่_2,เพื่อไทย
CRI_5,2569,CONS,candidate,63.0,ภูมิใจไทย,49323,1,ภาคเหนือ,เชียงราย,5,เชียงราย-5,87285,0.565079911,63,เชียงราย_5,เพื่อไทย
MSN_2,2569,CONS,candidate,63.0,ภูมิใจไทย,23410,1,ภาคเหนือ,แม่ฮ่องสอน,2,แม่ฮ่องสอน-2,70279,0.333100926,63,แม่ฮ่องสอน_2,ประชาธิปัตย์
NSN_1,2569,CONS,candidate,63.0,ภูมิใจไทย,44878,1,ภาคเหนือ,นครสวรรค์,1,นครสวรรค์-1,86040,0.521594607,63,นครสวรรค์_1,ก้าวไกล
NSN_2,2569,CONS,candidate,63.0,ภูมิใจไทย,44634,1,ภาคเหนือ,นครสวรรค์,2,นครสวรรค์-2,98220,0.454428833,63,นครสวรรค์_2,เพื่อไทย
NSN_6,2569,CONS,candidate,63.0,ภูมิใจไทย,33389,1,ภาคเหนือ,นครสวรรค์,6,นครสวรรค์-6,79946,0.41764441,63,นครสวรรค์_6,ชาติพัฒนากล้า
TAK_1,2569,CONS,candidate,63.0,ภูมิใจไทย,34932,1,ภาคเหนือ,ตาก,1,ตาก-1,92848,0.376227813,63,ตาก_1,ก้าวไกล
STI_4,2569,CONS,candidate,63.0,ภูมิใจไทย,44904,1,ภาคเหนือ,สุโขทัย,4,สุโขทัย-4,78373,0.57295242,63,สุโขทัย_4,เพื่อไทย
PLK_3,2569,CONS,candidate,63.0,ภูมิใจไทย,40704,1,ภาคเหนือ,พิษณุโลก,3,พิษณุโลก-3,91272,0.445963713,63,พิษณุโลก_3,รวมไทยสร้างชาติ
PLK_4,2569,CONS,candidate,63.0,ภูมิใจไทย,40713,1,ภาคเหนือ,พิษณุโลก,4,พิษณุโลก-4,89290,0.455963714,63,พิษณุโลก_4,เพื่อไทย
PLK_5,2569,CONS,candidate,63.0,ภูมิใจไทย,31777,1,ภาคเหนือ,พิษณุโลก,5,พิษณุโลก-5,84963,0.374009863,63,พิษณุโลก_5,ก้าวไกล
PNB_1,2569,CONS,candidate,63.0,ภูมิใจไทย,48580,1,ภาคเหนือ,เพชรบูรณ์,1,เพชรบูรณ์-1,85013,0.571442015,63,เพชรบูรณ์_1,พลังประชารัฐ
PNB_2,2569,CONS,candidate,63.0,ภูมิใจไทย,38334,1,ภาคเหนือ,เพชรบูรณ์,2,เพชรบูรณ์-2,89419,0.428700835,63,เพชรบูรณ์_2,พลังประชารัฐ
PNB_3,2569,CONS,candidate,63.0,ภูมิใจไทย,37503,1,ภาคเหนือ,เพชรบูรณ์,3,เพชรบูรณ์-3,87766,0.427306702,63,เพชรบูรณ์_3,พลังประชารัฐ
PNB_4,2569,CONS,candidate,63.0,ภูมิใจไทย,44994,1,ภาคเหนือ,เพชรบูรณ์,4,เพชรบูรณ์-4,68161,0.660113555,63,เพชรบูรณ์_4,พลังประชารัฐ
PNB_5,2569,CONS,candidate,63.0,ภูมิใจไทย,42489,1,ภาคเหนือ,เพชรบูรณ์,5,เพชรบูรณ์-5,76316,0.556750878,63,เพชรบูรณ์_5,พลังประชารัฐ
PNB_6,2569,CONS,candidate,63.0,ภูมิใจไทย,58578,1,ภาคเหนือ,เพชรบูรณ์,6,เพชรบูรณ์-6,86864,0.674364524,63,เพชรบูรณ์_6,พลังประชารัฐ
RBR_1,2569,CONS,candidate,63.0,ภูมิใจไทย,53723,1,ภาคกลาง,ราชบุรี,1,ราชบุรี-1,100553,0.534275457,63,ราชบุรี_1,รวมไทยสร้างชาติ
RBR_4,2569,CONS,candidate,63.0,ภูมิใจไทย,52731,1,ภาคกลาง,ราชบุรี,4,ราชบุรี-4,107655,0.489814686,63,ราชบุรี_4,รวมไทยสร้างชาติ
RBR_5,2569,CONS,candidate,63.0,ภูมิใจไทย,41923,1,ภาคกลาง,ราชบุรี,5,ราชบุรี-5,105963,0.3956381,63,ราชบุรี_5,พลังประชารัฐ
KRI_2,2569,CONS,candidate,63.0,ภูมิใจไทย,37773,1,ภาคกลาง,กาญจนบุรี,2,กาญจนบุรี-2,95234,0.396633555,63,กาญจนบุรี_2,เพื่อไทย
KRI_4,2569,CONS,candidate,63.0,ภูมิใจไทย,49369,1,ภาคกลาง,กาญจนบุรี,4,กาญจนบุรี-4,88244,0.559460133,63,กาญจนบุรี_4,เพื่อไทย
SPB_1,2569,CONS,candidate,63.0,ภูมิใจไทย,59148,1,ภาคกลาง,สุพรรณบุรี,1,สุพรรณบุรี-1,93571,0.632118926,63,สุพรรณบุรี_1,ชาติไทยพัฒนา
SPB_2,2569,CONS,candidate,63.0,ภูมิใจไทย,42523,1,ภาคกลาง,สุพรรณบุรี,2,สุพรรณบุรี-2,81735,0.520254481,63,สุพรรณบุรี_2,ชาติไทยพัฒนา
SPB_4,2569,CONS,candidate,63.0,ภูมิใจไทย,52830,1,ภาคกลาง,สุพรรณบุรี,4,สุพรรณบุรี-4,90899,0.581194513,63,สุพรรณบุรี_4,ชาติไทยพัฒนา
SPB_5,2569,CONS,candidate,63.0,ภูมิใจไทย,57191,1,ภาคกลาง,สุพรรณบุรี,5,สุพรรณบุรี-5,103370,0.55326497,63,สุพรรณบุรี_5,ชาติไทยพัฒนา
NPT_1,2569,CONS,candidate,63.0,ภูมิใจไทย,51585,1,ภาคกลาง,นครปฐม,1,นครปฐม-1,94083,0.548292465,63,นครปฐม_1,ชาติไทยพัฒนา
NPT_3,2569,CONS,candidate,63.0,ภูมิใจไทย,46059,1,ภาคกลาง,นครปฐม,3,นครปฐม-3,88544,0.520182056,63,นครปฐม_3,ชาติไทยพัฒนา
NPT_4,2569,CONS,candidate,63.0,ภูมิใจไทย,47660,1,ภาคกลาง,นครปฐม,4,นครปฐม-4,97530,0.488670153,63,นครปฐม_4,ก้าวไกล
NPT_5,2569,CONS,candidate,63.0,ภูมิใจไทย,39070,1,ภาคกลาง,นครปฐม,5,นครปฐม-5,101823,0.383705057,63,นครปฐม_5,ชาติไทยพัฒนา
SKN_2,2569,CONS,candidate,63.0,ภูมิใจไทย,32629,1,ปริมณฑล,สมุทรสาคร,2,สมุทรสาคร-2,78260,0.416930744,63,สมุทรสาคร_2,ก้าวไกล
SKN_4,2569,CONS,candidate,63.0,ภูมิใจไทย,40131,1,ปริมณฑล,สมุทรสาคร,4,สมุทรสาคร-4,78492,0.511275034,63,สมุทรสาคร_4,Unknown
PBI_1,2569,CONS,candidate,63.0,ภูมิใจไทย,58584,1,ภาคกลาง,เพชรบุรี,1,เพชรบุรี-1,91664,0.639116774,63,เพชรบุรี_1,รวมไทยสร้างชาติ
PBI_3,2569,CONS,candidate,63.0,ภูมิใจไทย,67129,1,ภาคกลาง,เพชรบุรี,3,เพชรบุรี-3,96326,0.696893881,63,เพชรบุรี_3,รวมไทยสร้างชาติ
PKN_3,2569,CONS,candidate,63.0,ภูมิใจไทย,31101,1,ภาคกลาง,ประจวบคีรีขันธ์,3,ประจวบคีรีขันธ์-3,93201,0.333698136,63,ประจวบคีรีขันธ์_3,ประชาธิปัตย์
NST_2,2569,CONS,candidate,63.0,ภูมิใจไทย,42139,1,ภาคใต้,นครศรีธรรมราช,2,นครศรีธรรมราช-2,89774,0.469389801,63,นครศรีธรรมราช_2,ประชาธิปัตย์
NST_9,2569,CONS,candidate,63.0,ภูมิใจไทย,35278,1,ภาคใต้,นครศรีธรรมราช,9,นครศรีธรรมราช-9,78608,0.448783839,63,นครศรีธรรมราช_9,ประชาธิปัตย์
PNA_2,2569,CONS,candidate,63.0,ภูมิใจไทย,25124,1,ภาคใต้,พังงา,2,พังงา-2,79386,0.316478976,63,พังงา_2,พลังประชารัฐ
SNI_1,2569,CONS,candidate,63.0,ภูมิใจไทย,26079,1,ภาคใต้,สุราษฎร์ธานี,1,สุราษฎร์ธานี-1,78164,0.333644645,63,สุราษฎร์ธานี_1,รวมไทยสร้างชาติ
SNI_2,2569,CONS,candidate,63.0,ภูมิใจไทย,25384,1,ภาคใต้,สุราษฎร์ธานี,2,สุราษฎร์ธานี-2,79103,0.32089807,63,สุราษฎร์ธานี_2,รวมไทยสร้างชาติ
CPN_1,2569,CONS,candidate,63.0,ภูมิใจไทย,43318,1,ภาคใต้,ชุมพร,1,ชุมพร-1,97935,0.44231378,63,ชุมพร_1,รวมไทยสร้างชาติ
CPN_2,2569,CONS,candidate,63.0,ภูมิใจไทย,33428,1,ภาคใต้,ชุมพร,2,ชุมพร-2,102097,0.327414126,63,ชุมพร_2,รวมไทยสร้างชาติ
CPN_3,2569,CONS,candidate,63.0,ภูมิใจไทย,39753,1,ภาคใต้,ชุมพร,3,ชุมพร-3,92854,0.428123721,63,ชุมพร_3,รวมไทยสร้างชาติ
SKA_1,2569,CONS,candidate,63.0,ภูมิใจไทย,41498,1,ภาคใต้,สงขลา,1,สงขลา-1,91651,0.452782839,63,สงขลา_1,ประชาธิปัตย์
SKA_3,2569,CONS,candidate,63.0,ภูมิใจไทย,35127,1,ภาคใต้,สงขลา,3,สงขลา-3,100559,0.349317316,63,สงขลา_3,ประชาธิปัตย์
SKA_6,2569,CONS,candidate,63.0,ภูมิใจไทย,43976,1,ภาคใต้,สงขลา,6,สงขลา-6,84207,0.522236869,63,สงขลา_6,ประชาธิปัตย์
TRG_1,2569,CONS,candidate,63.0,ภูมิใจไทย,33921,1,ภาคใต้,ตรัง,1,ตรัง-1,94152,0.360279123,63,ตรัง_1,รวมไทยสร้างชาติ
TRG_2,2569,CONS,candidate,63.0,ภูมิใจไทย,39583,1,ภาคใต้,ตรัง,2,ตรัง-2,90495,0.437405382,63,ตรัง_2,พลังประชารัฐ
PLG_1,2569,CONS,candidate,63.0,ภูมิใจไทย,40279,1,ภาคใต้,พัทลุง,1,พัทลุง-1,109161,0.368987092,63,พัทลุง_1,ประชาธิปัตย์
PLG_2,2569,CONS,candidate,63.0,ภูมิใจไทย,55709,1,ภาคใต้,พัทลุง,2,พัทลุง-2,116111,0.47979089,63,พัทลุง_2,รวมไทยสร้างชาติ
PTN_2,2569,CONS,candidate,63.0,ภูมิใจไทย,36360,1,ภาคใต้,ปัตตานี,2,ปัตตานี-2,77256,0.470643057,63,ปัตตานี_2,พลังประชารัฐ
PTN_1,2569,CONS,candidate,63.0,ภูมิใจไทย,22538,1,ภาคใต้,ปัตตานี,1,ปัตตานี-1,65876,0.342127634,63,ปัตตานี_1,ประชาชาติ
PTN_3,2569,CONS,candidate,63.0,ภูมิใจไทย,28280,1,ภาคใต้,ปัตตานี,3,ปัตตานี-3,65167,0.433961975,63,ปัตตานี_3,ประชาชาติ
PTN_5,2569,CONS,candidate,63.0,ภูมิใจไทย,32162,1,ภาคใต้,ปัตตานี,5,ปัตตานี-5,70160,0.45840935,63,ปัตตานี_5,ประชาชาติ
